,CERCID,RESEARCHER,SITE,TREATMENT,ORDER,INGFIRST,COREL.L,INGROUP,SUM1,COREL.S,SELF,SUM2,HONEST,SEX,AGE,AGE.C,FAMILY,CHILDREN,FORMALED,HOUSEHOLD,NATLANG,MAT1,MAT1C,MAT2,MAT2C,MAT3,MAT3C,MAT4,MAT4C,MMAT,MMATc,BGLG1ST,HIGHGOD.BG,OMNI.BG,DIEPUN,DKDIEPUN,MBG,BGR1,BGR2,BGTHINK,BGPERF,BGPERFHO,BGFREQW,BGPUNISH,BGSTEAL,BGSTLIMP,BGLYING,BGLIEIMP,BGMURDER,BGMURDIMP,BGFEEL,BGSEE,BGREWARD,BGDIE,BGSTRANGER,BGOTHERRIT,BGPERFC,HIGHGOD.LG,OMNI.LG,LGDIEPUN,MLG,LGR1,LGR2,LGTHINK,LGPERF,LGPERFHO,LGFREQW,LGPUNISH,LGSTEAL,LGSTEALIMP,LGLYING,LGLIEIMP,LGMURDER,LGMURDIMP,LGFEEL,LGSEE,LGREWARD,LGDIE,LGSTRANGER,LGOTHERRIT,LGPERFC,POLEVAL,CORELEMO,INGREMO,OUTGREMO,CORELSIM,BGTHINKH,BGFREQWH,BGSTEALH,BGLYINGH,BGMURDERH,BGREWARDH,LGTHINKH,LGFREQWH,LGSTEALH,LGLYINGH,LGMURDERH,LGREWARDH,POLEVALH,CORELEMOH,INGREMOH,OUTGREMOH,EMOC,EMOI,EMOO,PARTCR1,PARTCR2,PARTDR
262,CERC262,Willard,Lovu,0,21,0,14,16,30,16,14,30,0,0,68,30.6,5,2,7,1,2,1,-2,1,-2,1,-2,1,-2,1,-2,NA,0.75,1,0.5,0,3.67,1,1,0,1,0,3,1,1,4,2,3,2,4,1,1,3,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tuesdays,10,tues
263,CERC263,Willard,Lovu,0,12,1,17,13,30,18,12,30,0,0,37,-0.4,4,1,12,2,2,1,-2,1,-2,1,-2,1,-2,1,-2,NA,0.75,1,0.5,0,3.33,0.67,0.67,0,1,0,3,1,2,4,2,3,2,3,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,tuesdays,25,2
264,CERC264,Willard,Lovu,1,12,1,15,15,30,10,20,30,0,1,19,-18.4,1,0,9,2,1,0,2,1,-2,1,2,1,-2,0.75,0,NA,1,1,1,0,3.67,1,1,0,1,0,3,1,3,4,3,3,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2 days,NA,everyday
265,CERC265,Xygalatas,Mauritius,0,12,1,9,21,30,16,14,30,0,1,24,-13.4,2,1,6,3,NA,0,1,0,1,1,1,0,1,0.25,1,1,1,1,1,0,2.33,1,1,4,1,4,NA,1,3,3,1,2,2,2,1,1,3,1,1,1,1,1,1,1,2,1,1,0,0,0,2,1,3,2,2,2,0,2,1,1,3,1,1,1,1,1,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,3,1,4
266,CERC266,Xygalatas,Mauritius,0,21,0,19,11,30,13,17,30,0,0,60,22.6,5,6,4,1,NA,0,1,1,0,1,1,1,-1,0.75,0.25,1,1,1,1,0,1.33,1,1,3,1,3,2,1,1,1,3,1,3,2,1,1,3,1,1,0,1,0.75,1,0.5,1,1,1,4,1,1,2,1,0,0,1,1,3,2,1,1,3,0,0,1,1,1,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,1,4
267,CERC267,Xygalatas,Mauritius,0,21,0,9,21,30,9,21,30,0,1,23,-14.4,2,0,6,4,NA,1,-1,1,0,1,-1,1,0,1,-0.5,1,0.5,1,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.75,1,0.5,1,0,0,1,0,0,0,1,0,0,0,0,2,3,1,1,0,0,0,0,0,-1,1,2,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,4
268,CERC268,Xygalatas,Mauritius,0,12,1,15,15,30,11,19,30,0,1,25,-12.4,3,0,6,6,NA,0,1,0,2,0,0,0,2,0,1.25,1,0.5,1,0,0,3,1,1,4,1,4,3,0,3,3,3,3,3,3,1,1,3,0,1,1,0,0.5,0.5,0.5,3,0.33,0.33,0,0,0,0,0,0,3,3,3,3,3,0,1,1,1,0,0,0,0,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,3,3,4
269,CERC269,Xygalatas,Mauritius,0,12,1,17,13,30,13,17,30,0,0,50,12.6,5,3,5,4,NA,0,0,1,-1,1,-1,1,-1,0.75,-0.75,1,1,1,1,0,2.67,1,1,4,1,3,1,1,3,2,3,3,3,3,1,1,3,1,1,1,1,0.75,1,0.5,2,1,1,1,1,3,1,1,3,2,3,1,3,3,1,1,3,0,0,0,0,1,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,4
270,CERC270,Xygalatas,Mauritius,0,12,1,10,20,30,8,22,30,0,1,18,-19.4,1,0,10,3,NA,1,1,1,2,1,0,0,2,0.75,1.25,1,0.75,1,0.5,0,2,1,1,3,1,2,1,1,3,2,3,2,3,2,1,1,3,0,1,1,1,0.75,1,0.5,1,0.33,0.33,3,0,0,0,1,0,0,0,1,1,2,1,1,1,0,0,0,0,0,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,3,0,3
271,CERC271,Xygalatas,Mauritius,0,21,0,15,15,30,5,25,30,0,1,18,-19.4,1,0,11,9,NA,0,1,0,1,0,2,0,2,0,1.5,1,0.5,0.5,0.5,0,2.33,1,1,4,1,3,1,1,3,3,2,2,2,2,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,3,0,3
272,CERC272,Xygalatas,Mauritius,0,12,1,17,13,30,16,14,30,0,1,24,-13.4,1,0,6,4,NA,0,1,0,1,0,-1,0,1,0,0.5,1,0.75,1,0.5,0,0,0.33,0.33,4,0,NA,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.5,0.5,0.5,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,4
273,CERC273,Xygalatas,Mauritius,0,21,0,15,15,30,13,17,30,0,0,59,21.6,2,4,6,4,NA,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,2,1,1,4,1,4,2,1,1,2,1,2,1,2,1,1,3,1,1,1,1,0.75,1,0.5,2,0.33,0.33,0,0,0,0,1,1,2,3,2,3,2,1,1,1,0,1,1,1,0,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,3,3,4
274,CERC274,Xygalatas,Mauritius,0,12,1,17,13,30,14,16,30,0,0,28,-9.4,2,2,6,5,NA,1,-1,0,1,0,1,0,1,0.25,0.5,1,1,1,1,0,2,0.67,0.67,4,1,4,2,1,3,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,0.33,0.33,4,1,4,2,1,2,1,1,1,2,1,1,1,1,1,0,0,0,1,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,1,4
275,CERC275,Xygalatas,Mauritius,0,12,1,12,18,30,13,17,30,0,1,42,4.6,2,2,6,5,NA,0,1,0,1,0,1,1,1,0.25,1,1,1,1,1,0,2,1,1,4,1,4,1,1,3,2,3,2,3,2,1,1,3,1,1,1,0,0.25,0,0.5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,1,4
276,CERC276,Xygalatas,Mauritius,0,12,1,10,20,30,8,22,30,0,1,24,-13.4,1,0,10,4,NA,1,1,0,1,NA,0,0,0,0.33,0.5,1,0.75,1,0.5,0,2,1,1,4,1,3,1,0,2,3,2,1,2,2,1,1,3,1,1,1,1,0.75,1,0.5,1.67,0.33,0.33,3,1,1,1,0,1,2,1,1,1,2,1,1,1,1,0,1,1,1,4,5,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,2,3,2
277,CERC277,Xygalatas,Mauritius,0,12,1,15,15,30,17,13,30,0,1,59,21.6,2,4,6,5,NA,1,-2,1,-1,1,0,1,-2,1,-1.25,1,0.75,1,0.5,0,3,1,1,4,1,4,2,1,3,3,3,3,3,3,1,1,3,0,1,1,1,0,0,0,3,0,0,4,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,2,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,3,4
278,CERC278,Xygalatas,Mauritius,0,21,0,14,16,30,12,18,30,0,0,20,-17.4,3,0,10,5,NA,0,0,1,0,1,0,1,0,0.75,0,1,0.25,0,0.5,0,2,1,1,0,1,0,0,1,3,2,3,2,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,3,1,0
279,CERC279,Xygalatas,Mauritius,0,21,0,15,15,30,11,19,30,0,1,50,12.6,2,3,12,2,NA,1,1,0,0,1,0,1,0,0.75,0.25,1,0.75,1,0.5,0,0.67,1,1,4,1,4,3,0,1,0,1,0,3,2,1,1,3,1,1,1,1,0.75,0.5,1,1.33,1,1,4,1,4,3,1,3,1,1,1,3,2,0,1,3,1,1,1,1,0,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,3,0,4
280,CERC280,Xygalatas,Mauritius,0,12,1,15,15,30,12,18,30,1,1,32,-5.4,2,1,11,3,NA,1,0,1,0,1,0,0,0,0.75,0,1,0,NA,0,0,NA,NA,NA,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.75,1,0.5,3,0.67,0.67,4,0,0,0,1,3,3,3,3,3,3,1,1,2,0,0,0,0,1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,2,4
281,CERC281,Xygalatas,Mauritius,0,21,0,11,19,30,8,22,30,0,0,22,-15.4,2,0,10,3,NA,0,1,0,2,0,0,0,1,0,1,1,0.5,0.5,0.5,0,2.33,1,1,3,0,0,2,1,3,2,3,2,3,3,0,1,3,0,1,0,0,0.25,0.5,0,0.67,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,3,0,0,1,0,1,4,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,3,3,4
282,CERC282,Xygalatas,Mauritius,0,21,0,11,19,30,19,11,30,0,1,35,-2.4,2,2,11,4,NA,0,2,0,2,1,2,0,2,0.25,2,1,1,1,1,0,2.67,1,1,4,1,4,3,1,2,3,2,3,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,4
283,CERC283,Xygalatas,Mauritius,0,12,1,16,14,30,15,15,30,0,0,61,23.6,2,3,10,2,NA,1,0,1,0,1,0,0,0,0.75,0,1,0.25,0.5,0,0,1.33,1,1,4,0,0,0,0,0,0,0,3,0,1,0,1,3,0,1,1,1,0.5,1,0,2,0.33,0.33,1,1,1,0,0,0,2,0,2,0,2,1,1,1,0,1,1,1,0,3,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,3,1,4
284,CERC284,Xygalatas,Mauritius,0,21,0,17,13,30,11,19,30,0,1,55,17.6,2,6,2,6,NA,0,0,0,-1,0,0,0,0,0,-0.25,1,0.5,1,0,0,0.67,1,1,4,1,4,0,0,0,0,0,0,0,2,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,3,2,4
285,CERC285,Xygalatas,Mauritius,0,21,0,15,15,30,15,15,30,0,1,45,7.6,4,2,4,6,NA,0,1,0,2,0,1,0,2,0,1.5,1,0.25,0.5,0,0,2,0.33,0.33,4,0,0,1,0,0,2,1,2,1,2,1,0,1,0,1,1,1,0.25,0,0.5,0.67,0,0,0,0,0,0,0,3,0,1,2,2,0,0,0,0,1,0,0,1,-1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,0,4
286,CERC286,Xygalatas,Mauritius,0,21,0,21,9,30,13,17,30,0,1,52,14.6,1,0,4,1,NA,0,0,1,-1,1,-1,1,-1,0.75,-0.75,1,0.67,1,0,0,1.67,0.67,0.67,4,NA,NA,1,0,0,0,0,2,0,3,1,1,2,NA,1,1,1,0.25,0.5,0,2.67,0,0,3,1,NA,1,0,0,2,0,3,0,3,0,1,0,0,1,1,1,0,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA
287,CERC287,Xygalatas,Mauritius,0,12,1,19,11,30,12,18,30,0,1,28,-9.4,1,0,11,5,NA,1,2,1,2,NA,1,0,-1,0.67,1,1,1,1,1,0,3.33,1,1,3,1,3,2,1,3,4,3,2,3,4,1,1,3,1,1,0,0,1,1,NA,3.33,0.33,0.33,0,1,1,1,NA,NA,2,3,4,3,4,NA,1,1,NA,0,0,0,2,5,5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,NA,4
288,CERC288,Xygalatas,Mauritius,0,21,0,13,17,30,16,14,30,0,0,26,-11.4,2,1,10,3,NA,1,-1,1,-1,1,-1,0,2,0.75,-0.25,1,1,1,1,0,2,1,1,4,1,4,1,1,1,2,2,2,3,2,1,1,3,1,1,1,1,0.25,0.5,0,0,0.33,0.33,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,4
289,CERC289,Xygalatas,Mauritius,0,21,0,17,13,30,15,15,30,0,0,55,17.6,1,0,11,2,NA,1,-2,1,-2,1,-2,1,-2,1,-2,1,0.75,1,0.5,0,3,1,1,4,0,NA,2,0,0,4,1,1,3,4,1,1,3,1,1,1,1,0,0,0,2.67,0.33,0.33,1,0,NA,0,0,0,3,0,1,3,4,0,0,1,0,0,1,1,1,1,3,1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,3,3
290,CERC290,Xygalatas,Mauritius,0,12,1,15,15,30,15,15,30,0,0,23,-14.4,2,0,6,2,NA,0,0,0,0,0,0,0,0,0,0,1,0.75,1,0.5,0,2,1,1,4,1,4,1,1,1,2,3,2,2,2,1,1,3,0,0,1,0,0.25,0,0.5,0.67,1,1,2,0,0,0,1,1,0,2,2,1,0,0,0,3,0,0,0,1,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,1,0
291,CERC291,Xygalatas,Mauritius,0,12,1,20,10,30,18,12,30,0,1,18,-19.4,1,0,8,6,NA,1,2,0,2,0,1,0,1,0.25,1.5,1,0.75,0.5,1,0,1.67,1,1,4,1,3,1,1,1,2,2,1,2,2,0,1,3,1,1,0,0,0.25,0,0.5,2,0,0,4,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0,1,0,0,4,4,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,3,4
292,CERC292,Xygalatas,Mauritius,0,12,1,13,17,30,18,12,30,0,1,22,-15.4,2,0,11,4,NA,0,1,1,0,0,1,0,-1,0.25,0.25,1,1,1,1,0,2,1,1,4,1,4,3,1,3,2,3,2,3,2,1,1,3,1,1,0,0,1,1,1,0.67,0,0,0,0,0,1,1,0,0,0,2,1,0,1,1,0,1,1,0,1,1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,2,3
293,CERC293,Xygalatas,Mauritius,0,12,1,10,20,30,18,12,30,0,1,18,-19.4,1,0,11,3,NA,1,1,0,1,1,0,1,0,0.75,0.5,1,0.75,1,0.5,0,2.67,1,1,4,1,4,0,1,1,2,3,3,3,3,1,1,3,0,1,0,0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,3,0,4
294,CERC294,Xygalatas,Mauritius,0,21,0,16,14,30,14,16,30,0,1,38,0.6,1,0,11,1,NA,1,1,1,1,0,1,1,1,0.75,1,1,0.5,1,0,0,2,1,1,3,1,3,2,0,2,2,2,2,1,2,1,1,3,0,1,1,1,0.25,0,0.5,1,0,0,2,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,-1,4,4,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,15 years,0,4
295,CERC295,Xygalatas,Mauritius,0,21,0,12,18,30,18,12,30,0,1,35,-2.4,1,0,6,9,NA,0,0,0,0,1,2,0,0,0.25,0.5,1,1,1,1,0,2.33,1,1,4,1,1,3,1,3,2,1,2,3,3,1,1,3,1,1,1,1,0.5,0.5,0.5,2.33,0.67,0.67,0,1,1,3,1,3,2,2,3,1,2,0,1,2,0,1,1,1,2,4,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,1,3,4
296,CERC296,Xygalatas,Mauritius,0,12,1,10,20,30,19,11,30,0,1,74,36.6,2,3,6,6,NA,0,1,0,1,0,1,0,1,0,1,1,0.5,1,0,0,0,0.67,0.67,4,1,4,2,0,0,0,0,0,0,0,1,1,2,0,0,1,1,1,1,1,0.33,0.33,0.33,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,1,3
297,CERC297,Xygalatas,Mauritius,0,21,0,15,15,30,15,15,30,0,1,21,-16.4,1,0,11,1,NA,0,2,1,0,0,0,0,2,0.25,1,1,1,1,1,0,3,1,1,0,1,3,0,1,3,3,3,3,3,3,1,1,3,1,1,0,0,0.5,1,0,2.33,1,1,0,0,NA,0,0,1,2,3,2,3,3,1,1,3,0,0,1,1,2,4,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,3,1,0
298,CERC298,Xygalatas,Mauritius,0,21,0,18,12,30,10,20,30,0,1,54,16.6,2,1,6,3,NA,1,1,1,-1,1,1,1,-2,1,-0.25,1,0.75,1,0.5,0,3,1,1,4,1,3,3,0,1,2,2,3,3,4,1,1,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,0,4
299,CERC299,Xygalatas,Mauritius,0,21,0,13,17,30,14,16,30,0,1,52,14.6,2,4,6,5,NA,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0,0,2.33,0.67,0.67,4,1,4,3,0,2,2,2,2,1,3,1,1,2,0,1,1,1,1,1,1,2.67,0.33,0.33,2,0,0,1,1,3,2,2,3,3,3,1,1,1,1,1,1,1,1,5,5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,2,4
300,CERC300,Xygalatas,Mauritius,0,12,1,13,17,30,12,18,30,0,0,57,19.6,2,3,2,10,NA,0,2,0,2,0,2,0,2,0,2,1,0.75,1,0.5,0,0,1,1,3,1,3,2,0,3,0,3,0,3,0,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,3,2,4
301,CERC301,Xygalatas,Mauritius,0,12,1,17,13,30,20,10,30,0,1,61,23.6,2,4,0,4,NA,1,-1,1,2,0,1,1,1,0.75,0.75,1,1,1,1,0,2,0.33,0.33,3,1,2,3,1,1,2,1,2,NA,2,1,1,1,1,1,1,1,0.75,1,0.5,0.67,0.33,0.33,2,0,0,1,1,0,0,0,0,1,2,1,1,1,0,1,1,1,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,3,3
302,CERC302,Xygalatas,Mauritius,0,21,0,12,18,30,15,15,30,0,1,56,18.6,2,3,6,2,NA,0,0,1,-1,1,0,1,0,0.75,-0.25,1,0.75,1,0.5,0,3,0.67,0.67,3,1,4,2,0,0,4,2,1,0,4,1,1,2,1,1,1,0,0,0,0,2.67,0,0,0,0,0,0,0,2,2,2,2,0,4,0,0,0,0,0,0,0,1,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,3,2,4
303,CERC303,Xygalatas,Mauritius,0,12,1,15,15,30,15,15,30,0,0,45,7.6,2,3,5,4,NA,1,0,1,-1,1,0,1,2,1,0.25,1,1,1,1,0,2.67,1,1,4,1,4,3,1,2,2,1,3,2,3,1,1,3,1,1,1,1,0,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,4
304,CERC304,Xygalatas,Mauritius,0,21,0,19,11,30,21,9,30,0,1,61,23.6,2,3,6,6,NA,0,2,0,2,0,1,0,1,0,1.5,1,0.5,0.5,0.5,0,3.67,1,1,4,1,3,1,1,1,4,1,3,3,4,0,1,3,0,1,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,2,0
305,CERC305,Xygalatas,Mauritius,0,12,1,19,11,30,19,11,30,0,1,37,-0.4,2,1,12,3,NA,1,-1,1,-1,1,-1,1,-1,1,-1,1,0.75,1,0.5,0,0.67,1,1,4,1,4,2,1,3,2,3,0,2,0,1,1,3,0,1,1,0,1,1,1,0.67,1,1,2,0,0,0,1,0,2,0,0,3,0,1,1,3,1,1,1,1,1,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,3,1,4
306,CERC306,Xygalatas,Mauritius,0,21,0,16,14,30,15,15,30,0,1,55,17.6,2,3,6,6,NA,0,-1,0,-1,1,-1,0,-1,0.25,-1,1,0.5,1,0,0,1.33,1,1,4,1,4,3,0,1,4,0,0,0,0,1,1,3,0,1,1,1,0.25,0.5,0,3,0.33,0.33,2,0,0,1,0,0,4,0,4,2,1,0,1,1,0,0,1,1,2,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,2,4
307,CERC307,Xygalatas,Mauritius,0,12,1,13,17,30,14,16,30,1,1,41,3.6,2,2,6,4,NA,0,2,0,1,0,1,0,2,0,1.5,1,1,1,1,0,2.33,1,1,4,1,4,3,1,1,2,2,2,2,3,1,1,3,1,1,1,1,1,1,1,1.67,0.33,0.33,0,1,4,0,1,0,2,0,0,3,3,1,1,1,1,1,1,1,-1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,3
308,CERC308,Xygalatas,Mauritius,0,21,0,18,12,30,13,17,30,0,1,33,-4.4,1,0,6,5,NA,0,2,0,2,0,2,0,2,0,2,1,1,1,1,0,0,1,1,4,0,0,2,1,3,0,2,0,3,0,1,1,3,1,0,0,0,0.25,0,0.5,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,2,1,1
309,CERC309,Xygalatas,Mauritius,0,21,0,7,23,30,15,15,30,0,1,21,-16.4,1,0,6,5,NA,0,2,0,2,0,-2,1,2,0.25,1,1,0.25,0,0.5,0,2,1,1,1,1,1,0,1,3,1,0,3,0,2,0,0,3,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,0,2
310,CERC310,Xygalatas,Mauritius,0,12,1,15,15,30,15,15,30,1,1,26,-11.4,1,0,6,4,NA,0,2,1,-1,1,-1,1,-1,0.75,-0.25,1,1,1,1,0,0,1,1,4,0,0,1,1,2,0,3,0,2,0,1,1,3,1,1,0,1,0.75,0.5,1,1.33,0,0,4,0,0,0,1,0,2,0,0,0,2,1,0,0,1,1,1,1,1,4,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,3,0,4
311,CERC311,Xygalatas,Mauritius,1,21,0,11,19,30,11,19,30,0,1,33,-4.4,1,0,9,3,NA,1,1,0,1,0,1,0,1,0.25,1,1,1,1,1,0,1.67,1,1,3,1,4,2,1,3,1,3,1,3,3,1,1,3,1,1,1,1,0,0,0,1,0.67,0.67,2,1,4,0,0,2,1,3,1,2,1,0,0,2,0,1,1,0,0,4,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,0,4
